prompt,categories,topic_domain,intent_type,confidence,token_count,best_model,true_category
Optimize this SQL query for better performance (variation 968),['coding'],technical,question,"{'category': 1.0, 'domain': 0.875, 'intent': 0.0, 'overall': 0.9375}",9,GLM4.5,coding
Implement authentication with JWT tokens (variation 227),['coding'],technical,question,"{'category': 0.45, 'domain': 0.25, 'intent': 0.0, 'overall': 0.2708333333333333}",7,TNG DeepSeek,coding
Create API documentation with Swagger (variation 791),['coding'],technical,question,"{'category': 0.8, 'domain': 0.375, 'intent': 0.0, 'overall': 0.4583333333333333}",7,GPT-OSS,coding
Write async/await functions in JavaScript (variation 427),['coding'],casual,question,"{'category': 0.35, 'domain': 0.125, 'intent': 0.0, 'overall': 0.1875}",8,GPT-OSS,coding
Implement data structures like linked lists (variation 779),"['coding', 'reasoning', 'general']",technical,question,"{'category': 0.75, 'domain': 0.375, 'intent': 0.0, 'overall': 0.4375}",8,TNG DeepSeek,coding
Implement authentication with JWT tokens (variation 8),['coding'],technical,question,"{'category': 0.45, 'domain': 0.25, 'intent': 0.0, 'overall': 0.2708333333333333}",7,TNG DeepSeek,coding
Write unit tests for this Python class (variation 164),['coding'],technical,code_request,"{'category': 1.0, 'domain': 0.375, 'intent': 0.6666666666666666, 'overall': 1.0}",9,TNG DeepSeek,coding
Create a database schema for e-commerce (variation 567),['coding'],technical,code_request,"{'category': 1.0, 'domain': 0.625, 'intent': 0.6666666666666666, 'overall': 0.875}",9,TNG DeepSeek,coding
Implement caching with Redis (variation 944),['coding'],technical,question,"{'category': 0.35, 'domain': 0.25, 'intent': 0.0, 'overall': 0.22916666666666666}",6,GPT-OSS,coding
Write async/await functions in JavaScript (variation 554),['coding'],casual,question,"{'category': 0.35, 'domain': 0.125, 'intent': 0.0, 'overall': 0.1875}",8,TNG DeepSeek,coding
Set up a Docker container for microservices (variation 268),['coding'],technical,question,"{'category': 0.35, 'domain': 0.25, 'intent': 0.0, 'overall': 0.22916666666666666}",9,TNG DeepSeek,coding
Create a responsive CSS layout (variation 387),['coding'],casual,question,"{'category': 0.35, 'domain': 0.125, 'intent': 0.0, 'overall': 0.1875}",7,TNG DeepSeek,coding
Write async/await functions in JavaScript (variation 875),['coding'],casual,question,"{'category': 0.35, 'domain': 0.125, 'intent': 0.0, 'overall': 0.1875}",8,GLM4.5,coding
Write a Python function to implement binary search (variation 220),['coding'],technical,code_request,"{'category': 1.0, 'domain': 0.375, 'intent': 0.6666666666666666, 'overall': 1.0}",10,TNG DeepSeek,coding
Create a database schema for e-commerce (variation 613),['coding'],technical,code_request,"{'category': 1.0, 'domain': 0.625, 'intent': 0.6666666666666666, 'overall': 0.875}",9,TNG DeepSeek,coding
Create a responsive CSS layout (variation 619),['coding'],casual,question,"{'category': 0.35, 'domain': 0.125, 'intent': 0.0, 'overall': 0.1875}",7,TNG DeepSeek,coding
Set up a Docker container for microservices (variation 366),['coding'],technical,question,"{'category': 0.35, 'domain': 0.25, 'intent': 0.0, 'overall': 0.22916666666666666}",9,TNG DeepSeek,coding
Write unit tests for this Python class (variation 524),['coding'],technical,code_request,"{'category': 1.0, 'domain': 0.375, 'intent': 0.6666666666666666, 'overall': 1.0}",9,GLM4.5,coding
Create a responsive CSS layout (variation 129),['coding'],casual,question,"{'category': 0.35, 'domain': 0.125, 'intent': 0.0, 'overall': 0.1875}",7,TNG DeepSeek,coding
Optimize memory usage in this algorithm (variation 162),['coding'],technical,question,"{'category': 0.9, 'domain': 0.375, 'intent': 0.0, 'overall': 0.5}",8,TNG DeepSeek,coding
Set up a Docker container for microservices (variation 506),['coding'],technical,question,"{'category': 0.35, 'domain': 0.25, 'intent': 0.0, 'overall': 0.22916666666666666}",9,TNG DeepSeek,coding
Implement a machine learning model in TensorFlow (variation 537),['coding'],technical,code_request,"{'category': 1.0, 'domain': 0.375, 'intent': 0.6666666666666666, 'overall': 0.8645833333333334}",9,TNG DeepSeek,coding
Debug this JavaScript React component (variation 793),['coding'],technical,question,"{'category': 0.9, 'domain': 0.375, 'intent': 0.0, 'overall': 0.5}",7,GPT-OSS,coding
Implement a machine learning model in TensorFlow (variation 227),['coding'],technical,code_request,"{'category': 1.0, 'domain': 0.375, 'intent': 0.6666666666666666, 'overall': 0.8645833333333334}",9,TNG DeepSeek,coding
Write unit tests for this Python class (variation 372),['coding'],technical,code_request,"{'category': 1.0, 'domain': 0.375, 'intent': 0.6666666666666666, 'overall': 1.0}",9,GPT-OSS,coding
Set up a Docker container for microservices (variation 211),['coding'],technical,question,"{'category': 0.35, 'domain': 0.25, 'intent': 0.0, 'overall': 0.22916666666666666}",9,GLM4.5,coding
Build a GraphQL API with Node.js (variation 450),['coding'],technical,code_request,"{'category': 1.0, 'domain': 0.375, 'intent': 0.6666666666666666, 'overall': 0.7708333333333334}",9,GPT-OSS,coding
Create a CI/CD pipeline with GitHub Actions (variation 457),['general'],casual,question,"{'category': 0.0, 'domain': 0.125, 'intent': 0.0, 'overall': 0.041666666666666664}",10,TNG DeepSeek,coding
Create a REST API using Flask/Django (variation 982),['coding'],technical,code_request,"{'category': 1.0, 'domain': 0.375, 'intent': 0.6666666666666666, 'overall': 1.0}",9,GPT-OSS,coding
Create a responsive CSS layout (variation 277),['coding'],casual,question,"{'category': 0.35, 'domain': 0.125, 'intent': 0.0, 'overall': 0.1875}",7,TNG DeepSeek,coding
Write a Python function to implement binary search (variation 981),['coding'],technical,code_request,"{'category': 1.0, 'domain': 0.375, 'intent': 0.6666666666666666, 'overall': 1.0}",10,TNG DeepSeek,coding
Create a REST API using Flask/Django (variation 41),['coding'],technical,code_request,"{'category': 1.0, 'domain': 0.375, 'intent': 0.6666666666666666, 'overall': 1.0}",9,GPT-OSS,coding
Write async/await functions in JavaScript (variation 314),['coding'],casual,question,"{'category': 0.35, 'domain': 0.125, 'intent': 0.0, 'overall': 0.1875}",8,TNG DeepSeek,coding
Create a responsive CSS layout (variation 896),['coding'],casual,question,"{'category': 0.35, 'domain': 0.125, 'intent': 0.0, 'overall': 0.1875}",7,TNG DeepSeek,coding
Implement a machine learning model in TensorFlow (variation 620),['coding'],technical,code_request,"{'category': 1.0, 'domain': 0.375, 'intent': 0.6666666666666666, 'overall': 0.8645833333333334}",9,TNG DeepSeek,coding
Implement caching with Redis (variation 859),['coding'],technical,question,"{'category': 0.35, 'domain': 0.25, 'intent': 0.0, 'overall': 0.22916666666666666}",6,GLM4.5,coding
Create API documentation with Swagger (variation 893),['coding'],technical,question,"{'category': 0.8, 'domain': 0.375, 'intent': 0.0, 'overall': 0.4583333333333333}",7,GPT-OSS,coding
Create a REST API using Flask/Django (variation 483),['coding'],technical,code_request,"{'category': 1.0, 'domain': 0.375, 'intent': 0.6666666666666666, 'overall': 1.0}",9,GPT-OSS,coding
Implement caching with Redis (variation 935),['coding'],technical,question,"{'category': 0.35, 'domain': 0.25, 'intent': 0.0, 'overall': 0.22916666666666666}",6,TNG DeepSeek,coding
Create API documentation with Swagger (variation 124),['coding'],technical,question,"{'category': 0.8, 'domain': 0.375, 'intent': 0.0, 'overall': 0.4583333333333333}",7,GLM4.5,coding
Optimize this SQL query for better performance (variation 516),['coding'],technical,question,"{'category': 1.0, 'domain': 0.875, 'intent': 0.0, 'overall': 0.9375}",9,TNG DeepSeek,coding
Implement caching with Redis (variation 806),['coding'],technical,question,"{'category': 0.35, 'domain': 0.25, 'intent': 0.0, 'overall': 0.22916666666666666}",6,TNG DeepSeek,coding
Optimize this SQL query for better performance (variation 313),['coding'],technical,question,"{'category': 1.0, 'domain': 0.875, 'intent': 0.0, 'overall': 0.9375}",9,GLM4.5,coding
Write a regex pattern to validate emails (variation 654),['general'],casual,question,"{'category': 0.0, 'domain': 0.125, 'intent': 0.0, 'overall': 0.041666666666666664}",9,GPT-OSS,coding
Build a chatbot using NLP libraries (variation 551),['general'],casual,question,"{'category': 0.0, 'domain': 0.125, 'intent': 0.0, 'overall': 0.041666666666666664}",8,GLM4.5,coding
Optimize memory usage in this algorithm (variation 207),['coding'],technical,question,"{'category': 0.9, 'domain': 0.375, 'intent': 0.0, 'overall': 0.5}",8,TNG DeepSeek,coding
Write a Python function to implement binary search (variation 646),['coding'],technical,code_request,"{'category': 1.0, 'domain': 0.375, 'intent': 0.6666666666666666, 'overall': 1.0}",10,TNG DeepSeek,coding
Create a REST API using Flask/Django (variation 888),['coding'],technical,code_request,"{'category': 1.0, 'domain': 0.375, 'intent': 0.6666666666666666, 'overall': 1.0}",9,TNG DeepSeek,coding
Write a regex pattern to validate emails (variation 612),['general'],casual,question,"{'category': 0.0, 'domain': 0.125, 'intent': 0.0, 'overall': 0.041666666666666664}",9,TNG DeepSeek,coding
Optimize this SQL query for better performance (variation 659),['coding'],technical,question,"{'category': 1.0, 'domain': 0.875, 'intent': 0.0, 'overall': 0.9375}",9,Qwen3,coding
Write a regex pattern to validate emails (variation 507),['general'],casual,question,"{'category': 0.0, 'domain': 0.125, 'intent': 0.0, 'overall': 0.041666666666666664}",9,TNG DeepSeek,coding
Create a database schema for e-commerce (variation 856),['coding'],technical,code_request,"{'category': 1.0, 'domain': 0.625, 'intent': 0.6666666666666666, 'overall': 0.875}",9,GLM4.5,coding
Set up a Docker container for microservices (variation 727),['coding'],technical,question,"{'category': 0.35, 'domain': 0.25, 'intent': 0.0, 'overall': 0.22916666666666666}",9,TNG DeepSeek,coding
Implement data structures like linked lists (variation 622),"['coding', 'reasoning', 'general']",technical,question,"{'category': 0.75, 'domain': 0.375, 'intent': 0.0, 'overall': 0.4375}",8,GPT-OSS,coding
Implement authentication with JWT tokens (variation 275),['coding'],technical,question,"{'category': 0.45, 'domain': 0.25, 'intent': 0.0, 'overall': 0.2708333333333333}",7,GLM4.5,coding
Create API documentation with Swagger (variation 173),['coding'],technical,question,"{'category': 0.8, 'domain': 0.375, 'intent': 0.0, 'overall': 0.4583333333333333}",7,GLM4.5,coding
Write unit tests for this Python class (variation 763),['coding'],technical,code_request,"{'category': 1.0, 'domain': 0.375, 'intent': 0.6666666666666666, 'overall': 1.0}",9,TNG DeepSeek,coding
Implement data structures like linked lists (variation 943),"['coding', 'reasoning', 'general']",technical,question,"{'category': 0.75, 'domain': 0.375, 'intent': 0.0, 'overall': 0.4375}",8,TNG DeepSeek,coding
Set up a Docker container for microservices (variation 437),['coding'],technical,question,"{'category': 0.35, 'domain': 0.25, 'intent': 0.0, 'overall': 0.22916666666666666}",9,TNG DeepSeek,coding
Create a database schema for e-commerce (variation 465),['coding'],technical,code_request,"{'category': 1.0, 'domain': 0.625, 'intent': 0.6666666666666666, 'overall': 0.875}",9,GLM4.5,coding
Write a Python function to implement binary search (variation 376),['coding'],technical,code_request,"{'category': 1.0, 'domain': 0.375, 'intent': 0.6666666666666666, 'overall': 1.0}",10,TNG DeepSeek,coding
Write a regex pattern to validate emails (variation 203),['general'],casual,question,"{'category': 0.0, 'domain': 0.125, 'intent': 0.0, 'overall': 0.041666666666666664}",9,TNG DeepSeek,coding
Write unit tests for this Python class (variation 955),['coding'],technical,code_request,"{'category': 1.0, 'domain': 0.375, 'intent': 0.6666666666666666, 'overall': 1.0}",9,GLM4.5,coding
Write unit tests for this Python class (variation 708),['coding'],technical,code_request,"{'category': 1.0, 'domain': 0.375, 'intent': 0.6666666666666666, 'overall': 1.0}",9,TNG DeepSeek,coding
Create a database schema for e-commerce (variation 514),['coding'],technical,code_request,"{'category': 1.0, 'domain': 0.625, 'intent': 0.6666666666666666, 'overall': 0.875}",9,TNG DeepSeek,coding
Write a regex pattern to validate emails (variation 598),['general'],casual,question,"{'category': 0.0, 'domain': 0.125, 'intent': 0.0, 'overall': 0.041666666666666664}",9,GPT-OSS,coding
Create a responsive CSS layout (variation 477),['coding'],casual,question,"{'category': 0.35, 'domain': 0.125, 'intent': 0.0, 'overall': 0.1875}",7,GLM4.5,coding
Create a responsive CSS layout (variation 670),['coding'],casual,question,"{'category': 0.35, 'domain': 0.125, 'intent': 0.0, 'overall': 0.1875}",7,TNG DeepSeek,coding
Build a GraphQL API with Node.js (variation 576),['coding'],technical,code_request,"{'category': 1.0, 'domain': 0.375, 'intent': 0.6666666666666666, 'overall': 0.7708333333333334}",9,GPT-OSS,coding
Implement a machine learning model in TensorFlow (variation 304),['coding'],technical,code_request,"{'category': 1.0, 'domain': 0.375, 'intent': 0.6666666666666666, 'overall': 0.8645833333333334}",9,GLM4.5,coding
Optimize this SQL query for better performance (variation 684),['coding'],technical,question,"{'category': 1.0, 'domain': 0.875, 'intent': 0.0, 'overall': 0.9375}",9,GLM4.5,coding
Write unit tests for this Python class (variation 445),['coding'],technical,code_request,"{'category': 1.0, 'domain': 0.375, 'intent': 0.6666666666666666, 'overall': 1.0}",9,TNG DeepSeek,coding
Optimize this SQL query for better performance (variation 977),['coding'],technical,question,"{'category': 1.0, 'domain': 0.875, 'intent': 0.0, 'overall': 0.9375}",9,GLM4.5,coding
Write a Python function to implement binary search (variation 8),['coding'],technical,code_request,"{'category': 1.0, 'domain': 0.375, 'intent': 0.6666666666666666, 'overall': 1.0}",10,TNG DeepSeek,coding
Implement caching with Redis (variation 424),['coding'],technical,question,"{'category': 0.35, 'domain': 0.25, 'intent': 0.0, 'overall': 0.22916666666666666}",6,TNG DeepSeek,coding
Create a CI/CD pipeline with GitHub Actions (variation 174),['general'],casual,question,"{'category': 0.0, 'domain': 0.125, 'intent': 0.0, 'overall': 0.041666666666666664}",10,GLM4.5,coding
Write unit tests for this Python class (variation 659),['coding'],technical,code_request,"{'category': 1.0, 'domain': 0.375, 'intent': 0.6666666666666666, 'overall': 1.0}",9,GLM4.5,coding
Create a database schema for e-commerce (variation 533),['coding'],technical,code_request,"{'category': 1.0, 'domain': 0.625, 'intent': 0.6666666666666666, 'overall': 0.875}",9,TNG DeepSeek,coding
Create API documentation with Swagger (variation 505),['coding'],technical,question,"{'category': 0.8, 'domain': 0.375, 'intent': 0.0, 'overall': 0.4583333333333333}",7,GPT-OSS,coding
Debug this JavaScript React component (variation 823),['coding'],technical,question,"{'category': 0.9, 'domain': 0.375, 'intent': 0.0, 'overall': 0.5}",7,TNG DeepSeek,coding
Debug this JavaScript React component (variation 406),['coding'],technical,question,"{'category': 0.9, 'domain': 0.375, 'intent': 0.0, 'overall': 0.5}",7,GPT-OSS,coding
Optimize this SQL query for better performance (variation 854),['coding'],technical,question,"{'category': 1.0, 'domain': 0.875, 'intent': 0.0, 'overall': 0.9375}",9,GLM4.5,coding
Create a REST API using Flask/Django (variation 347),['coding'],technical,code_request,"{'category': 1.0, 'domain': 0.375, 'intent': 0.6666666666666666, 'overall': 1.0}",9,GPT-OSS,coding
